C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_239.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_239.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_239.jpg,-0.05,0.9887576,0,18.89101
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_306.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_306.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_306.jpg,-0.2,0.8082801,0,19.57177
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_374.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_374.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_374.jpg,-0.4,0.5737196,0,20.0304
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_442.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_442.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_442.jpg,-0.5500001,0.3922296,0,19.9646
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_509.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_509.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_509.jpg,-0.4512033,0.1563279,0,19.96719
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_578.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_578.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_578.jpg,-0.2672627,0,0,20.18479
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_648.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_648.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_648.jpg,-0.08879199,0,0,19.76308
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_716.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_716.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_716.jpg,0,0,0,19.56413
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_783.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_783.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_783.jpg,0,0,0,19.79533
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_852.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_852.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_852.jpg,0,0,0,19.64652
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_920.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_920.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_920.jpg,0,0,0,19.131
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_28_990.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_28_990.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_28_990.jpg,0.05,0,0,18.96133
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_060.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_060.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_060.jpg,0.1976098,0,0,19.26188
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_126.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_126.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_126.jpg,0.01715981,0,0,18.69126
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_196.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_196.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_196.jpg,0,0,0,18.53103
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_266.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_266.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_266.jpg,0,0,0,18.89837
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_334.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_334.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_334.jpg,0,0,0,18.75087
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_403.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_403.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_403.jpg,0,0,0,18.14017
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_471.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_471.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_471.jpg,-0.15,0,0,17.98609
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_541.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_541.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_541.jpg,-0.2509852,0,0,18.34638
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_611.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_611.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_611.jpg,-0.005953947,0,0,18.19539
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_680.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_680.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_680.jpg,0,0,0,17.57227
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_748.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_748.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_748.jpg,0,0,0,17.97959
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_817.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_817.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_817.jpg,0,0,0,17.83733
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_886.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_886.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_886.jpg,0,0,0,17.20417
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_29_956.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_29_956.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_29_956.jpg,0,0,0,17.06059
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_026.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_026.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_026.jpg,0,0,0,17.48724
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_095.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_095.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_095.jpg,0,0,0,17.34916
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_163.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_163.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_163.jpg,0,0,0,16.70758
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_233.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_233.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_233.jpg,0,0,0,16.56878
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_301.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_301.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_301.jpg,0,0,0,17.00882
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_370.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_370.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_370.jpg,-0.15,0,0,16.8624
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_439.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_439.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_439.jpg,-0.1514657,0,0,16.20503
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_507.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_507.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_507.jpg,0,0,0,16.65161
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_576.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_576.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_576.jpg,0,0,0,16.52239
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_644.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_644.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_644.jpg,0,0,0,15.87877
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_713.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_713.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_713.jpg,0,0,0,15.75481
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_782.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_782.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_782.jpg,0,0,0,16.20714
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_30_881.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_30_881.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_30_881.jpg,0,0,0,15.2672
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_308.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_308.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_308.jpg,0,0,0,2.998414
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_375.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_375.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_375.jpg,-0.1,0.175956,0,3.032687
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_444.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_444.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_444.jpg,-0.25,0.3507832,0,3.240085
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_515.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_515.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_515.jpg,-0.45,0.5950337,0,3.688544
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_582.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_582.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_582.jpg,-0.6000001,0.7773511,0,4.16256
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_653.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_653.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_653.jpg,-0.8000001,1,0,4.970254
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_721.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_721.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_721.jpg,-0.9500002,1,0,5.618588
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_790.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_790.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_790.jpg,-1,1,0,6.481828
C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\center_2017_07_02_09_15_38_858.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\left_2017_07_02_09_15_38_858.jpg,C:\Users\srikanthmutyala\CarND-Behavioral-Cloning-P3\IMG\right_2017_07_02_09_15_38_858.jpg,-0.8173299,1,0,7.171164
